"longitude","latitude","start_date","end_date","label"
-44.5347864574922,-18.7544173771254,"2017-01-01","2018-12-31","Silviculture"
-48.4506530804907,-23.3313753493639,"2017-01-01","2018-12-31","Silviculture"
-44.9257506159412,-18.217786222797,"2017-01-01","2018-12-31","Silviculture"
-49.3887215329825,-24.1758903316894,"2017-01-01","2018-12-31","Silviculture"
-48.6168776276283,-23.2870486551502,"2017-01-01","2018-12-31","Silviculture"
-52.3221318451756,-20.1785840327553,"2017-01-01","2018-12-31","Silviculture"
-53.5825315056619,-20.4100449186883,"2017-01-01","2018-12-31","Silviculture"
-51.6890621994283,-20.1546876670287,"2017-01-01","2018-12-31","Silviculture"
-53.3868270425352,-19.5178551580887,"2017-01-01","2018-12-31","Silviculture"
-52.6277839154722,-21.6971084683251,"2017-01-01","2018-12-31","Silviculture"
-43.7052641725405,-17.1799730656794,"2017-01-01","2018-12-31","Silviculture"
-48.5538620934285,-14.5750136493119,"2017-01-01","2018-12-31","Silviculture"
-49.0782240813307,-17.7649192058929,"2017-01-01","2018-12-31","Silviculture"
-44.8709084268594,-17.6619783576813,"2017-01-01","2018-12-31","Silviculture"
-45.3705872123001,-16.9248711286263,"2017-01-01","2018-12-31","Silviculture"
-54.8104265236504,-23.4319296720761,"2017-01-01","2018-12-31","Silviculture"
-54.0017902274455,-17.5974045726316,"2017-01-01","2018-12-31","Silviculture"
-51.9500776441189,-21.0836503574251,"2017-01-01","2018-12-31","Silviculture"
-52.3996841853793,-21.0842263908858,"2017-01-01","2018-12-31","Silviculture"
-52.5354856978575,-20.6161238592472,"2017-01-01","2018-12-31","Silviculture"
-53.2980320139882,-20.3291410330607,"2017-01-01","2018-12-31","Silviculture"
-52.3893071459119,-20.1862317446549,"2017-01-01","2018-12-31","Silviculture"
-55.2021388873355,-22.2881876075657,"2017-01-01","2018-12-31","Silviculture"
-49.2050359938333,-24.2860591355724,"2017-01-01","2018-12-31","Silviculture"
-49.0557121890395,-22.7516730972234,"2017-01-01","2018-12-31","Silviculture"
-45.218593282895,-17.4642269848022,"2017-01-01","2018-12-31","Silviculture"
-49.2401527129895,-24.192955300369,"2017-01-01","2018-12-31","Silviculture"
-52.4526625115737,-20.8891912368476,"2017-01-01","2018-12-31","Silviculture"
-45.7865212413587,-5.69550423589305,"2017-01-01","2018-12-31","Silviculture"
-44.9429492233266,-5.67525536064581,"2017-01-01","2018-12-31","Silviculture"
-43.440043121198,-16.7698379740065,"2017-01-01","2018-12-31","Silviculture"
-54.167560007988,-17.720464711043,"2017-01-01","2018-12-31","Silviculture"
-51.29710439065,-19.7547828032255,"2017-01-01","2018-12-31","Silviculture"
-53.1070881420348,-17.4198958811047,"2017-01-01","2018-12-31","Silviculture"
-47.0902086069531,-20.1164794434573,"2017-01-01","2018-12-31","Silviculture"
-48.9105806957372,-23.8890344799032,"2017-01-01","2018-12-31","Silviculture"
-53.9559557176598,-20.0611804201111,"2017-01-01","2018-12-31","Silviculture"
-53.2137434413296,-20.2321286715859,"2017-01-01","2018-12-31","Silviculture"
-43.3270807537051,-17.7212518758004,"2017-01-01","2018-12-31","Silviculture"
-53.5548832796408,-20.367389678971,"2017-01-01","2018-12-31","Silviculture"
-42.7812673065514,-17.6292606013199,"2017-01-01","2018-12-31","Silviculture"
-52.0564697191941,-20.5205719995208,"2017-01-01","2018-12-31","Silviculture"
-49.7288052147021,-24.2882321422328,"2017-01-01","2018-12-31","Silviculture"
-45.0874062170835,-17.1883711903539,"2017-01-01","2018-12-31","Silviculture"
-45.4600667226216,-20.7220467822712,"2017-01-01","2018-12-31","Silviculture"
-44.1068617317219,-17.5431288061375,"2017-01-01","2018-12-31","Silviculture"
-53.6404910983398,-20.4689260933036,"2017-01-01","2018-12-31","Silviculture"
-45.3185996132739,-17.7228577316369,"2017-01-01","2018-12-31","Silviculture"
-42.209543458274,-15.1532529831512,"2017-01-01","2018-12-31","Silviculture"
-49.3524320716113,-24.1406620971079,"2017-01-01","2018-12-31","Silviculture"
